s0,s1,a0,terminal_flag
-0.1,-15.2,-19.0,not done
-0.2,-16.5,-25.0,not done
-0.2,-16.4,-28.0,not done
-0.4,-4.3,-24.0,not done
-0.3,11.2,-6.0,not done
-0.2,6.4,-6.0,not done
-0.1,5.1,-2.0,not done
-0.1,3.7,0.0,not done
-0.1,-1.2,-4.0,not done
-0.1,-1.8,-6.0,not done
-0.1,-1.4,-8.0,not done
-0.1,-0.4,-8.0,not done
-0.1,-2.7,-10.0,not done
-0.2,-5.3,-14.0,not done
-0.2,-6.6,-17.0,not done
-0.2,-4.2,-15.0,not done
-0.1,2.7,-5.0,not done
-0.1,4.5,0.0,not done
-0.0,3.1,1.0,not done
-0.0,4.5,4.0,not done
0.0,2.7,4.0,not done
0.0,0.4,2.0,not done
0.0,-2.6,0.0,not done
0.0,-5.1,-4.0,not done
-0.0,-4.8,-5.0,not done
-0.0,-3.3,-4.0,not done
-0.0,-2.0,-2.0,not done
-0.0,-2.4,-2.0,not done
0.0,-2.4,-2.0,not done
0.0,-1.8,-1.0,not done
0.0,-1.8,-1.0,not done
0.0,-1.8,0.0,not done
0.0,-1.0,0.0,not done
0.0,-0.6,1.0,not done
0.0,-1.6,0.0,not done
0.1,-0.8,2.0,not done
0.1,-0.6,3.0,not done
0.1,-0.3,4.0,not done
0.1,0.0,5.0,not done
0.1,1.0,7.0,not done
0.1,1.0,8.0,not done
0.2,1.4,10.0,not done
0.2,2.1,12.0,not done
0.2,2.6,14.0,not done
0.3,3.3,17.0,not done
0.3,3.8,19.0,not done
0.3,4.4,22.0,not done
0.4,4.9,25.0,not done
0.4,4.4,28.0,not done
0.5,4.9,32.0,not done
0.6,0.6,32.0,not done
0.6,-1.3,31.0,not done
0.6,-3.1,30.0,not done
0.6,-8.3,26.0,not done
0.5,-23.1,5.0,not done
0.4,-25.0,-5.0,not done
0.2,-15.4,-2.0,not done
0.2,-13.0,0.0,not done
0.2,-10.0,3.0,not done
0.2,-8.3,4.0,not done
0.2,-9.0,3.0,not done
0.2,-7.3,4.0,not done
0.2,-2.7,9.0,not done
0.2,1.3,14.0,not done
0.3,6.2,20.0,not done
0.3,9.2,26.0,not done
0.4,4.8,24.0,not done
0.5,-6.3,20.0,not done
0.4,-7.8,15.0,not done
0.4,-5.6,18.0,not done
0.4,-9.2,10.0,not done
0.3,-5.1,13.0,not done
0.3,-6.8,10.0,not done
0.3,-5.5,10.0,not done
0.3,-5.8,10.0,not done
0.3,-5.0,11.0,not done
0.3,-3.6,13.0,not done
0.3,-2.2,15.0,not done
0.3,-2.7,14.0,not done
0.3,-4.7,12.0,not done
0.3,-4.5,11.0,not done
0.3,-3.0,12.0,not done
0.3,-3.4,13.0,not done
0.3,-2.5,14.0,not done
0.3,-0.9,17.0,not done
0.4,-1.0,19.0,not done
0.4,-3.2,17.0,not done
0.4,-5.9,14.0,not done
0.4,-6.9,12.0,not done
0.3,-5.7,12.0,not done
0.3,-6.0,11.0,not done
0.3,-6.8,9.0,not done
0.3,-4.3,12.0,not done
0.3,-3.8,14.0,not done
0.3,-3.8,14.0,not done
0.3,-6.5,12.0,not done
0.3,-7.3,10.0,not done
0.3,-7.1,9.0,not done
0.3,-6.1,9.0,not done
0.3,-4.0,11.0,not done
0.3,-4.0,11.0,not done
0.3,-4.9,11.0,not done
0.3,-4.4,13.0,not done
0.3,-2.1,16.0,not done
0.4,-2.1,18.0,not done
0.4,-4.3,17.0,not done
0.4,-5.5,15.0,not done
0.3,-6.2,13.0,not done
0.3,-7.5,10.0,not done
0.3,-8.1,8.0,not done
0.3,-7.1,9.0,not done
0.3,-8.0,8.0,not done
0.3,-7.0,8.0,not done
0.3,-7.1,9.0,not done
0.3,-6.4,9.0,not done
0.3,-5.7,10.0,not done
0.3,-5.5,9.0,not done
0.3,-6.2,8.0,not done
0.2,-6.9,6.0,not done
0.2,-5.7,6.0,not done
0.2,-4.8,7.0,not done
0.2,-4.2,8.0,not done
0.2,-4.1,8.0,not done
0.2,-4.4,8.0,not done
0.2,-4.1,9.0,not done
0.3,-3.2,10.0,not done
0.3,-2.5,12.0,not done
0.3,-1.9,14.0,not done
0.3,-2.0,15.0,not done
0.4,-2.5,16.0,not done
0.4,-3.8,16.0,not done
0.4,-5.2,16.0,not done
0.4,-6.7,15.0,not done
0.4,-7.9,13.0,not done
0.4,-8.3,11.0,not done
0.3,-8.1,10.0,not done
0.3,-8.3,9.0,not done
0.3,-8.3,9.0,not done
0.3,-8.0,8.0,not done
0.3,-7.8,8.0,not done
0.3,-7.0,7.0,not done
0.3,-6.0,7.0,not done
0.2,-5.9,7.0,not done
0.2,-6.0,6.0,not done
0.2,-6.2,6.0,not done
0.2,-6.5,5.0,not done
0.2,-6.9,4.0,not done
0.2,-7.3,3.0,not done
0.2,-7.5,2.0,not done
0.2,-8.0,0.0,not done
0.1,-8.4,0.0,not done
0.1,-8.4,-1.0,not done
0.1,-8.6,-2.0,not done
0.1,-8.7,-4.0,not done
0.1,-8.5,-4.0,not done
0.0,-8.7,-6.0,not done
0.0,-9.1,-7.0,not done
0.0,-9.3,-9.0,not done
-0.0,-9.4,-10.0,not done
-0.0,-9.6,-12.0,not done
-0.1,-9.8,-13.0,not done
-0.1,-9.5,-14.0,not done
-0.1,-9.6,-16.0,not done
-0.1,-9.6,-17.0,not done
-0.2,-9.7,-19.0,not done
-0.2,-9.5,-20.0,not done
-0.2,-9.8,-21.0,not done
-0.2,-9.5,-22.0,not done
-0.2,-6.6,-19.0,not done
-0.2,-0.3,-10.0,not done
-0.1,1.0,-6.0,not done
-0.2,2.3,-6.0,not done
-0.1,0.3,-7.0,not done
-0.1,-0.1,-6.0,not done
-0.1,-0.9,-7.0,not done
-0.1,-2.7,-8.0,not done
-0.1,-3.6,-9.0,not done
-0.1,-5.1,-12.0,not done
-0.1,-6.1,-14.0,not done
-0.1,-4.0,-11.0,not done
-0.1,-3.2,-10.0,not done
-0.1,-2.7,-9.0,not done
-0.1,-2.8,-7.0,not done
-0.1,-4.2,-8.0,not done
-0.1,-6.2,-11.0,not done
-0.1,-5.7,-10.0,not done
-0.1,-6.8,-12.0,not done
-0.1,-8.9,-15.0,not done
-0.2,-10.1,-18.0,not done
-0.2,-10.5,-21.0,not done
-0.2,-10.4,-23.0,not done
-0.2,-8.7,-21.0,not done
-0.3,-3.5,-17.0,not done
-0.2,1.1,-10.0,not done
-0.2,0.4,-9.0,not done
-0.1,-0.2,-7.0,not done
-0.1,-2.7,-9.0,not done
-0.1,-4.4,-11.0,not done
-0.1,-6.3,-14.0,not done
-0.2,-6.8,-15.0,not done
-0.2,-6.1,-16.0,not done
-0.2,-3.4,-13.0,not done
-0.2,-0.9,-9.0,not done
-0.1,-3.4,-11.0,not done
-0.1,-4.1,-11.0,not done
-0.1,-4.7,-11.0,not done
-0.2,-6.1,-14.0,not done
-0.2,-7.3,-17.0,not done
-0.2,-6.8,-18.0,not done
-0.2,-3.9,-16.0,not done
-0.2,-2.4,-15.0,not done
-0.2,-0.5,-12.0,not done
-0.2,0.0,-10.0,not done
-0.2,-1.9,-10.0,not done
-0.2,-3.5,-12.0,not done
-0.2,-5.9,-14.0,not done
-0.2,-8.1,-19.0,not done
-0.2,-7.5,-19.0,not done
-0.2,-5.6,-19.0,not done
-0.2,-1.9,-15.0,not done
-0.2,0.1,-11.0,not done
-0.2,-0.2,-9.0,not done
-0.2,-3.3,-11.0,not done
-0.2,-3.7,-12.0,not done
-0.2,-4.3,-13.0,not done
-0.2,-4.5,-15.0,not done
-0.2,-4.3,-16.0,not done
-0.2,-1.3,-13.0,not done
-0.2,2.0,-9.0,not done
-0.1,2.3,-5.0,not done
-0.1,0.1,-5.0,not done
-0.1,-1.8,-6.0,not done
-0.1,-4.2,-9.0,not done
-0.1,-5.5,-12.0,not done
-0.2,-6.0,-14.0,not done
-0.2,-7.0,-17.0,not done
-0.2,-6.0,-18.0,not done
-0.2,-3.0,-15.0,not done
-0.2,-0.0,-12.0,not done
-0.2,0.7,-9.0,not done
-0.1,1.5,-6.0,not done
-0.1,-1.5,-7.0,not done
-0.1,-2.1,-8.0,not done
-0.1,-2.7,-9.0,not done
-0.1,-1.9,-9.0,not done
-0.2,-3.2,-11.0,not done
-0.2,-3.9,-13.0,not done
-0.2,-4.6,-14.0,not done
-0.2,-3.7,-14.0,not done
-0.2,-2.9,-13.0,not done
-0.2,-2.3,-12.0,not done
-0.2,-2.2,-11.0,not done
-0.1,0.2,-7.0,not done
-0.1,1.6,-4.0,not done
-0.1,2.1,-2.0,not done
-0.1,0.8,-2.0,not done
-0.1,-0.2,-3.0,not done
-0.0,-1.3,-3.0,not done
-0.0,-2.7,-5.0,not done
-0.1,-3.6,-6.0,not done
-0.1,-4.7,-8.0,not done
-0.1,-4.9,-8.0,not done
-0.1,-5.4,-10.0,not done
-0.1,-4.9,-11.0,not done
-0.1,-4.4,-11.0,not done
-0.1,-3.3,-10.0,not done
-0.1,-2.9,-10.0,not done
-0.1,-2.5,-10.0,not done
-0.1,-3.0,-10.0,not done
-0.1,-2.9,-9.0,not done
-0.1,-3.0,-9.0,not done
-0.1,-2.5,-9.0,not done
-0.1,-2.8,-9.0,not done
-0.1,-3.1,-9.0,not done
-0.1,-3.0,-9.0,not done
-0.1,-3.2,-9.0,not done
-0.1,-3.0,-9.0,not done
-0.1,-2.8,-8.0,not done
-0.1,-2.5,-8.0,not done
-0.1,-2.0,-7.0,not done
-0.1,-1.6,-6.0,not done
-0.1,-1.4,-5.0,not done
-0.1,-1.0,-5.0,not done
-0.1,-0.7,-4.0,not done
-0.1,-0.5,-3.0,not done
-0.0,-0.0,-2.0,not done
-0.0,0.5,0.0,not done
-0.0,0.6,0.0,not done
0.0,1.0,1.0,not done
0.0,1.4,3.0,not done
0.1,2.0,5.0,not done
0.1,2.2,6.0,not done
0.1,2.5,8.0,not done
0.1,3.0,10.0,not done
0.2,3.3,12.0,not done
0.2,3.7,15.0,not done
0.2,3.9,17.0,not done
0.3,4.2,19.0,not done
0.3,4.8,21.0,not done
0.3,4.9,23.0,not done
0.4,1.8,22.0,not done
0.4,-3.5,18.0,not done
0.4,-6.6,16.0,not done
0.3,-16.1,1.0,not done
0.2,-16.7,-3.0,not done
0.2,-8.2,0.0,not done
0.1,-3.7,4.0,not done
0.2,-2.0,7.0,not done
0.2,-2.1,9.0,not done
0.2,-0.9,12.0,not done
0.3,-0.0,15.0,not done
0.3,2.5,19.0,not done
0.4,2.7,22.0,not done
0.4,0.8,21.0,not done
0.4,0.5,22.0,not done
0.4,-1.4,21.0,not done
0.4,-3.5,18.0,not done
0.4,-6.1,15.0,not done
0.4,-7.1,13.0,not done
0.3,-9.8,9.0,not done
0.3,-9.1,7.0,not done
0.3,-6.4,8.0,not done
0.3,-3.0,11.0,not done
0.3,-3.8,11.0,not done
0.3,-2.6,12.0,not done
0.3,-1.2,15.0,not done
0.3,-1.0,16.0,not done
0.3,-3.4,14.0,not done
0.3,-5.1,12.0,not done
0.3,-4.9,12.0,not done
0.3,-3.6,12.0,not done
0.3,-3.7,13.0,not done
0.3,-4.8,12.0,not done
0.3,-3.5,13.0,not done
0.3,-1.4,17.0,not done
0.4,-1.6,18.0,not done
0.4,-5.1,14.0,not done
0.3,-7.2,10.0,not done
0.3,-7.1,9.0,not done
0.3,-4.7,9.0,not done
0.3,-3.2,11.0,not done
0.3,-3.6,11.0,not done
0.3,-2.3,13.0,not done
0.3,-0.8,16.0,not done
0.3,-1.5,17.0,not done
0.4,-3.5,16.0,not done
0.3,-5.0,14.0,not done
0.3,-5.8,12.0,not done
0.3,-4.9,12.0,not done
0.3,-3.4,13.0,not done
0.3,-4.1,13.0,not done
0.3,-3.4,14.0,not done
0.4,-1.5,18.0,not done
0.4,-3.0,17.0,not done
0.4,-6.2,14.0,not done
0.4,-9.2,10.0,not done
0.3,-7.7,9.0,not done
0.3,-5.4,10.0,not done
0.3,-5.4,9.0,not done
0.3,-3.6,12.0,not done
0.3,-4.7,12.0,not done
0.3,-4.5,13.0,not done
0.3,-4.8,13.0,not done
0.3,-6.8,11.0,not done
0.3,-7.7,9.0,not done
0.3,-6.9,8.0,not done
0.3,-6.0,7.0,not done
0.3,-5.3,8.0,not done
0.3,-4.9,9.0,not done
0.3,-5.6,9.0,not done
0.3,-5.8,10.0,not done
0.3,-4.3,12.0,not done
0.3,-2.6,15.0,not done
0.4,-2.7,16.0,not done
0.4,-3.4,16.0,not done
0.4,-4.5,15.0,not done
0.4,-5.9,13.0,not done
0.3,-6.8,11.0,not done
0.3,-6.8,10.0,not done
0.3,-6.6,8.0,not done
0.3,-7.2,7.0,not done
0.3,-8.3,5.0,not done
0.2,-7.8,5.0,not done
0.2,-7.3,6.0,not done
0.2,-7.7,5.0,not done
0.2,-7.7,4.0,not done
0.2,-6.2,5.0,not done
0.2,-5.3,6.0,not done
0.2,-4.3,8.0,not done
0.2,-3.7,9.0,not done
0.3,-3.9,10.0,not done
0.3,-4.6,10.0,not done
0.3,-5.7,9.0,not done
0.3,-6.1,8.0,not done
0.3,-6.3,8.0,not done
0.3,-5.3,8.0,not done
0.2,-4.7,8.0,not done
0.2,-4.4,8.0,not done
0.2,-4.3,8.0,not done
0.2,-4.5,8.0,not done
0.2,-4.8,8.0,not done
0.2,-4.9,8.0,not done
0.2,-5.1,8.0,not done
0.2,-5.1,7.0,not done
0.2,-5.3,7.0,not done
0.2,-5.6,7.0,not done
0.2,-6.0,6.0,not done
0.2,-6.6,5.0,not done
0.2,-6.8,4.0,not done
0.2,-6.6,4.0,not done
0.2,-6.4,3.0,not done
0.2,-6.7,2.0,not done
0.2,-7.3,1.0,not done
0.2,-7.9,0.0,not done
0.1,-8.3,0.0,not done
0.1,-8.5,-2.0,not done
0.1,-8.7,-3.0,not done
0.1,-8.8,-5.0,not done
0.0,-8.9,-6.0,not done
0.0,-9.2,-7.0,not done
0.0,-9.6,-9.0,not done
-0.0,-10.0,-11.0,not done
-0.1,-10.2,-13.0,not done
-0.1,-10.7,-15.0,not done
-0.1,-11.4,-17.0,not done
-0.1,-11.9,-19.0,not done
-0.2,-12.5,-22.0,not done
-0.2,-13.2,-25.0,not done
-0.3,-13.1,-27.0,not done
-0.2,-7.4,-18.0,not done
-0.2,2.7,-5.0,not done
-0.1,3.4,-3.0,not done
-0.1,2.3,-3.0,not done
-0.1,0.3,-2.0,not done
-0.0,2.4,1.0,not done
0.0,2.2,2.0,not done
0.0,0.5,2.0,not done
0.1,0.6,3.0,not done
0.1,0.1,4.0,not done
0.1,-4.7,0.0,not done
0.1,-15.3,-9.0,not done
0.0,-18.5,-17.0,not done
-0.1,-17.8,-22.0,not done
-0.2,-16.7,-26.0,not done
-0.3,-17.4,-31.0,not done
-0.3,-18.7,-37.0,not done
-0.4,-19.5,-41.0,not done
-0.5,-20.3,-46.0,not done
-0.6,-20.2,-50.0,not done
-0.7,-18.2,-54.0,not done
-0.8,6.0,-37.0,not done
-0.4,31.3,6.0,not done
-0.3,26.5,11.0,not done
-0.2,16.9,7.0,not done
-0.0,12.3,9.0,not done
0.0,7.2,7.0,not done
0.1,3.3,6.0,not done
0.1,-1.0,3.0,not done
0.1,-7.5,-1.0,not done
0.0,-8.9,-8.0,not done
-0.1,-14.0,-17.0,not done
-0.1,-19.5,-25.0,not done
-0.3,-21.5,-35.0,not done
-0.4,-22.8,-44.0,not done
-0.5,-22.7,-48.0,not done
-0.7,-17.4,-53.0,not done
-0.7,-0.8,-40.0,not done
-0.7,1.1,-35.0,not done
-0.5,19.4,-10.0,not done
-0.3,28.5,12.0,not done
-0.1,21.5,14.0,not done
-0.0,12.5,10.0,not done
0.1,10.4,13.0,not done
0.1,4.6,8.0,not done
0.1,3.6,9.0,not done
0.1,3.5,8.0,not done
0.1,-0.8,3.0,not done
0.2,-8.9,0.0,not done
-0.0,-25.8,-26.0,not done
-0.1,-26.7,-34.0,not done
-0.3,-19.5,-33.0,not done
-0.3,-19.4,-36.0,not done
-0.3,-19.6,-37.0,not done
-0.4,-20.8,-43.0,not done
-0.5,-19.7,-47.0,not done
-0.6,1.5,-30.0,not done
-0.6,3.9,-27.0,not done
-0.6,2.1,-28.0,not done
-0.4,22.5,0.0,not done
-0.2,22.9,11.0,not done
-0.0,18.3,15.0,not done
0.0,12.9,15.0,not done
0.1,6.9,14.0,not done
0.2,3.4,12.0,not done
0.2,-1.2,8.0,not done
0.2,-4.1,5.0,not done
0.1,-6.8,1.0,not done
0.1,-9.0,-3.0,not done
0.0,-9.4,-6.0,not done
-0.1,-16.0,-19.0,not done
-0.1,-17.6,-25.0,not done
-0.2,-14.8,-26.0,not done
-0.2,-16.3,-29.0,not done
-0.3,-15.2,-31.0,not done
-0.4,-13.9,-33.0,not done
-0.4,-12.8,-34.0,not done
-0.5,-10.8,-35.0,not done
-0.5,4.1,-22.0,not done
-0.4,8.3,-14.0,not done
-0.4,4.7,-18.0,not done
-0.2,23.3,9.0,not done
-0.1,21.2,14.0,not done
0.0,15.9,16.0,not done
0.1,11.0,15.0,not done
0.1,5.1,13.0,not done
0.2,2.4,11.0,not done
0.2,-0.0,8.0,not done
0.2,0.8,9.0,not done
0.1,-4.6,2.0,not done
0.1,-9.5,-2.0,not done
0.0,-11.2,-8.0,not done
-0.0,-9.6,-10.0,not done
-0.0,-7.0,-7.0,not done
-0.0,-5.6,-7.0,not done
-0.1,-6.0,-8.0,not done
-0.1,-4.5,-7.0,not done
-0.1,-3.5,-7.0,not done
-0.1,-4.1,-8.0,not done
-0.1,-3.7,-7.0,not done
-0.1,-3.3,-7.0,not done
-0.1,-3.1,-7.0,not done
-0.1,-2.9,-7.0,not done
-0.1,-2.6,-6.0,not done
-0.1,-2.7,-6.0,not done
-0.1,-2.6,-6.0,not done
-0.1,-2.2,-6.0,not done
-0.1,-1.8,-5.0,not done
-0.1,-1.6,-5.0,not done
-0.1,-1.0,-4.0,not done
-0.0,-1.1,-3.0,not done
-0.0,-1.3,-3.0,not done
-0.0,-1.1,-2.0,not done
-0.0,-0.6,-1.0,not done
-0.0,-0.4,0.0,not done
0.0,-0.2,0.0,not done
0.0,0.4,1.0,not done
0.0,0.8,3.0,not done
0.1,1.2,4.0,not done
0.1,1.6,6.0,not done
0.1,2.3,8.0,not done
0.1,2.7,10.0,not done
0.2,3.3,12.0,not done
0.2,3.8,14.0,not done
0.2,4.4,17.0,not done
0.3,5.1,19.0,not done
0.3,5.4,22.0,not done
0.4,5.3,25.0,not done
0.5,1.4,27.0,not done
0.5,-4.7,20.0,not done
0.5,-3.2,21.0,not done
0.4,-12.2,7.0,not done
0.2,-15.3,-4.0,not done
0.1,-9.2,-3.0,not done
0.1,-9.1,-4.0,not done
0.1,-6.2,0.0,not done
0.1,-6.9,-1.0,not done
0.1,-6.2,-1.0,not done
0.1,-1.9,3.0,not done
0.1,1.4,7.0,not done
0.2,4.7,14.0,not done
0.2,7.0,20.0,not done
0.3,8.9,24.0,not done
0.4,10.1,29.0,not done
0.4,9.5,32.0,not done
0.5,7.7,33.0,not done
0.5,6.9,35.0,not done
0.6,-4.8,26.0,not done
0.5,-10.2,18.0,not done
0.4,-8.5,16.0,not done
0.4,-10.4,12.0,not done
0.4,-9.1,12.0,not done
0.4,-7.3,13.0,not done
0.4,-4.7,17.0,not done
0.4,-4.2,18.0,not done
0.4,-6.7,15.0,not done
0.4,-8.4,12.0,not done
0.4,-9.2,10.0,not done
0.3,-7.9,9.0,not done
0.3,-3.6,13.0,not done
0.3,-1.1,16.0,not done
0.4,-1.4,18.0,not done
0.4,-5.1,15.0,not done
0.4,-6.4,14.0,not done
0.4,-6.9,12.0,not done
0.4,-7.3,11.0,not done
0.3,-5.3,13.0,not done
0.3,-1.2,17.0,not done
0.4,-2.0,18.0,not done
0.4,-6.0,13.0,not done
0.3,-7.7,10.0,not done
0.3,-6.8,10.0,not done
0.3,-4.8,11.0,not done
0.3,-3.7,13.0,not done
0.3,-2.1,15.0,not done
0.3,-1.4,17.0,not done
0.4,-2.6,17.0,not done
0.4,-3.4,17.0,not done
0.4,-5.6,14.0,not done
0.4,-6.7,12.0,not done
0.3,-3.7,14.0,not done
0.3,-1.8,16.0,not done
0.4,0.0,19.0,not done
0.4,-1.7,20.0,not done
0.4,-2.4,20.0,not done
0.4,-5.4,17.0,not done
0.4,-8.7,12.0,not done
0.3,-7.4,11.0,not done
0.3,-4.5,12.0,not done
0.3,-1.3,16.0,not done
0.4,-1.9,18.0,not done
0.4,-5.1,17.0,not done
0.4,-7.2,15.0,not done
0.4,-8.6,12.0,not done
0.3,-8.2,10.0,not done
0.3,-6.1,12.0,not done
0.3,-5.5,12.0,not done
0.3,-4.6,13.0,not done
0.4,-4.9,14.0,not done
0.4,-5.6,13.0,not done
0.3,-9.0,9.0,not done
0.3,-10.7,6.0,not done
0.3,-6.8,7.0,not done
0.2,-4.9,8.0,not done
0.2,-4.7,9.0,not done
0.3,-3.3,12.0,not done
0.3,-3.5,13.0,not done
0.3,-3.8,14.0,not done
0.3,-5.6,12.0,not done
0.3,-6.8,10.0,not done
0.3,-7.3,7.0,not done
0.3,-6.1,7.0,not done
0.3,-5.0,8.0,not done
0.3,-3.6,10.0,not done
0.3,-3.0,12.0,not done
0.3,-2.5,13.0,not done
0.3,-2.0,16.0,not done
0.4,-2.3,17.0,not done
0.4,-2.4,18.0,not done
0.4,-3.3,18.0,not done
0.4,-5.4,16.0,not done
0.4,-7.8,12.0,not done
0.3,-8.9,9.0,not done
0.3,-10.6,5.0,not done
0.2,-11.1,2.0,not done
0.2,-9.2,2.0,not done
0.2,-7.8,2.0,not done
0.2,-6.6,4.0,not done
0.2,-5.8,5.0,not done
0.2,-5.2,5.0,not done
0.2,-5.6,5.0,not done
0.2,-4.8,6.0,not done
0.2,-4.2,7.0,not done
0.2,-4.3,8.0,not done
0.2,-4.0,9.0,not done
0.2,-4.1,9.0,not done
0.2,-5.0,8.0,not done
0.3,-5.5,8.0,not done
0.2,-5.2,8.0,not done
0.2,-4.9,8.0,not done
0.2,-4.5,8.0,not done
0.2,-4.3,8.0,not done
0.2,-4.4,8.0,not done
0.2,-4.3,8.0,not done
0.2,-3.9,9.0,not done
0.2,-3.5,9.0,not done
0.2,-3.3,10.0,not done
0.2,-2.7,10.0,not done
0.3,-2.8,11.0,not done
0.3,-3.1,11.0,not done
0.3,-3.3,12.0,not done
0.3,-3.6,11.0,not done
0.3,-3.8,11.0,not done
0.3,-4.1,11.0,not done
0.3,-4.5,11.0,not done
0.3,-5.0,10.0,not done
0.3,-5.7,9.0,not done
0.3,-6.0,8.0,not done
0.3,-6.5,7.0,not done
0.2,-6.8,6.0,not done
0.2,-7.4,5.0,not done
0.2,-7.6,4.0,not done
0.2,-7.9,3.0,not done
0.2,-8.1,1.0,not done
0.2,-8.2,0.0,not done
0.1,-8.0,0.0,not done
0.1,-7.9,0.0,not done
0.1,-8.4,-2.0,not done
0.1,-8.8,-3.0,not done
0.1,-9.2,-5.0,not done
0.0,-9.2,-7.0,not done
0.0,-9.3,-8.0,not done
0.0,-9.6,-9.0,not done
-0.0,-9.9,-10.0,not done
-0.0,-10.2,-12.0,not done
-0.1,-10.0,-13.0,not done
-0.1,-10.4,-15.0,not done
-0.1,-9.9,-16.0,not done
-0.1,-6.6,-12.0,not done
-0.1,-7.4,-13.0,not done
-0.1,-7.7,-15.0,not done
-0.1,-7.9,-15.0,not done
-0.2,-5.7,-14.0,not done
-0.2,-3.1,-11.0,not done
-0.1,3.5,-3.0,not done
-0.0,5.4,2.0,not done
0.0,0.9,1.0,not done
0.0,0.2,1.0,not done
0.0,-2.0,0.0,not done
0.0,-3.2,-1.0,not done
0.0,-4.8,-2.0,not done
0.0,-5.3,-4.0,not done
-0.0,-6.6,-6.0,not done
-0.0,-8.5,-9.0,not done
-0.1,-11.8,-14.0,not done
-0.1,-15.1,-20.0,not done
-0.2,-16.2,-25.0,not done
-0.2,-16.4,-29.0,not done
-0.3,-16.5,-32.0,not done
-0.4,-17.5,-37.0,not done
-0.4,-17.6,-40.0,not done
-0.4,-8.6,-30.0,not done
-0.4,-1.7,-24.0,not done
-0.4,3.4,-16.0,not done
-0.2,10.1,-2.0,not done
-0.1,10.7,2.0,not done
-0.1,7.0,1.0,not done
-0.1,3.2,0.0,not done
-0.0,2.0,0.0,not done
-0.0,4.5,1.0,not done
-0.0,6.5,5.0,not done
0.0,2.4,4.0,not done
0.1,-6.3,0.0,not done
0.1,-11.4,-7.0,not done
0.0,-15.6,-14.0,not done
-0.0,-17.6,-19.0,not done
-0.1,-19.5,-26.0,not done
-0.2,-20.7,-34.0,not done
-0.3,-20.1,-38.0,not done
-0.4,-21.2,-45.0,not done
-0.5,-23.4,-52.0,not done
-0.7,-18.8,-54.0,not done
-0.6,17.2,-14.0,not done
-0.5,17.1,-10.0,not done
-0.4,8.9,-12.0,not done
-0.3,10.2,-6.0,not done
-0.2,4.1,-7.0,not done
-0.2,2.0,-7.0,not done
-0.2,1.1,-7.0,not done
-0.2,0.3,-9.0,not done
-0.2,1.0,-8.0,not done
-0.2,-2.2,-11.0,not done
-0.2,-8.1,-17.0,not done
-0.2,-11.5,-23.0,not done
-0.2,-3.7,-13.0,not done
-0.2,-7.5,-16.0,not done
-0.2,-10.2,-21.0,not done
-0.3,-9.0,-24.0,not done
-0.3,-0.8,-19.0,not done
-0.3,1.3,-14.0,not done
-0.2,7.1,-5.0,not done
-0.2,7.3,0.0,not done
-0.1,1.8,-4.0,not done
-0.1,-1.4,-7.0,not done
-0.1,-6.1,-12.0,not done
-0.1,-8.8,-16.0,not done
-0.2,-13.4,-23.0,not done
-0.2,-13.8,-27.0,not done
-0.3,-5.5,-22.0,not done
-0.3,1.6,-15.0,not done
-0.2,-0.3,-13.0,not done
-0.2,1.0,-7.0,not done
-0.1,-3.3,-11.0,not done
-0.2,-7.4,-16.0,not done
-0.2,-5.8,-17.0,not done
-0.3,-4.5,-19.0,not done
-0.3,0.2,-13.0,not done
-0.2,1.5,-9.0,not done
-0.2,-1.7,-12.0,not done
-0.2,-2.6,-12.0,not done
-0.2,-5.8,-15.0,not done
-0.2,-4.7,-15.0,not done
-0.2,-2.8,-14.0,not done
-0.2,1.0,-10.0,not done
-0.2,1.4,-8.0,not done
-0.2,-2.2,-11.0,not done
-0.1,-1.2,-9.0,not done
-0.1,-0.9,-8.0,not done
-0.2,-3.1,-11.0,not done
-0.2,-4.4,-14.0,not done
-0.2,-2.2,-12.0,not done
-0.2,0.1,-10.0,not done
-0.1,0.8,-6.0,not done
-0.1,-0.4,-4.0,not done
-0.1,-3.8,-7.0,not done
-0.1,-5.7,-9.0,not done
-0.1,-5.2,-11.0,not done
-0.2,-3.9,-12.0,not done
-0.2,-4.2,-13.0,not done
-0.2,-3.4,-14.0,not done
-0.2,-3.1,-13.0,not done
-0.2,-3.6,-13.0,not done
-0.2,-3.2,-12.0,not done
-0.2,-2.8,-12.0,not done
-0.2,-1.0,-10.0,not done
-0.1,-0.5,-8.0,not done
-0.1,0.5,-5.0,not done
-0.1,-0.6,-5.0,not done
-0.1,-0.8,-5.0,not done
-0.1,-0.8,-6.0,not done
-0.1,-0.4,-5.0,not done
-0.1,-0.9,-5.0,not done
-0.1,-2.2,-6.0,not done
-0.1,-3.0,-7.0,not done
-0.1,-3.9,-8.0,not done
-0.1,-4.3,-9.0,not done
-0.1,-4.7,-11.0,not done
-0.1,-4.1,-11.0,not done
-0.1,-3.1,-11.0,not done
-0.1,-2.3,-10.0,not done
-0.1,-3.5,-10.0,not done
-0.1,-2.6,-9.0,not done
-0.1,-3.0,-9.0,not done
-0.1,-3.2,-10.0,not done
-0.1,-3.3,-10.0,not done
-0.1,-3.5,-10.0,not done
-0.1,-3.8,-10.0,not done
-0.1,-4.1,-11.0,not done
